doc_id	sentence_id	token_id	token	lemma	pos	tag	gender	number	head_token_id	dep_rel	intensifier_lemma	intensifier	text	account
text1518	2	3	racista	racista	ADJ	ADJ	Fem	Sing	6	parataxis	NA	0	'Vou olhar nos olhos dele e falar: você foi racista', diz a viúva de Durval Teófilo, morto pelo vizinho, em São Gonçalo https://t.co/T09fnf3pl1	oglobo
text1207	1	4	quente	quentar	ADJ	ADJ	Masc	Sing	4	ROOT	NA	0	O Pará é quente que o Piauiense chega a reclamar sabe	whindersson
text2425	1	45	puto	puto	ADJ	ADJ	Masc	Sing	22	ccomp	NA	0	Os criadores de “O Poço” poderiam fazer uma série sobre cada um dos personagens né, sou doido pra saber se a menina passou no quinto andar e cortou o pescoço do cara de cagou na cara do outro rapaz, sou puto com aquele cara até hj	whindersson
text1133	2	11	profissional	profissional	ADJ	ADJ	Masc	Sing	8	conj	NA	0	Trans no mercado de trabalho reforçam a importância da inclusão: 'é sobre o quanto eu estou forte e sou profissional' https://t.co/3Bcs9Mbe1C	oglobo
text273	4	3	profissionais	profissional	ADJ	ADJ	Masc	Plur	3	ROOT	NA	0	@_luizdocarmo @jairbolsonaro @STF_oficial Vocês são profissionais em distorcer a palavra alheia?  Eu não to incentivando ninguém a difamar ninguém. Estou defendo o direito de todos de expor sua insatisfação com o governo. Beijos	anitta
text2929	1	3	principal	principal	ADJ	ADJ	Fem	Sing	4	amod	NA	0	China é principal compradora de frango e suínos do Brasil https://t.co/ENyD9KXeql #g1	g1
text949	2	13	primordiais	primordial	ADJ	ADJ	Fem	Plur	5	ccomp	NA	0	Família só soube do acidente, que aconteceu na madrugada, no final da noite. O advogado Diogo Mussi disse que 'as próximas 48 horas são primordiais para a recuperação' do ex-BBB https://t.co/s8s0Yy8zLB #g1 #RodrigoMussi	g1
text1435	1	4	presente	presentar	ADJ	ADJ	Fem	Sing	4	ROOT	NA	0	Tolerância não é presente de aniversário, é o que todo LGBTQIA+ exige da sociedade que tanto nos julga, discrimina e massacra. Procure ONGs e outros serviços que apoiem a causa.	anitta
text195	1	4	presa	preso	ADJ	ADJ	Fem	Sing	7	advcl	NA	0	Antes de ser presa, influenciadora tirou foto com namorado morto por PMs em pousada de luxo na Bahia ==&gt; https://t.co/ZnHlVTh6o9 #g1 https://t.co/1MpoTE0ooj	g1
text274	1	3	presa	preso	ADJ	ADJ	Fem	Sing	3	ROOT	NA	0	Mãe é presa após deixar bebês e criança trancados dentro de carro https://t.co/AieevCpCoT #g1 https://t.co/od8Qa6yBTC	g1
text2858	1	3	presa	preso	ADJ	ADJ	Fem	Sing	3	ROOT	NA	0	Mulher é presa suspeita de dar golpe do PIX em mais de 40 pedidos de pamonha em Goiás. O prejuízo para a pamonharia chegou a R$ 1,5 mil https://t.co/1uOfqqSk7o #g1 https://t.co/GkrzAwjKi8	g1
text1899	1	11	preocupantes	preocupante	ADJ	ADJ	Masc	Plur	11	ROOT	NA	0	Por que recordes de desmatamento em janeiro e fevereiro são preocupantes https://t.co/6R3z3bca44 #g1	g1
text713	1	16	predominantes	predominante	ADJ	ADJ	Fem	Plur	13	xcomp	NA	0	Sinais clássicos da Covid como febre, tosse e perda de olfato deixaram de ser predominantes na ômicron https://t.co/W25Q9NMTtC #g1	g1
text628	3	21	preciso	precisar	ADJ	ADJ	Masc	Sing	18	acl:relcl	NA	0	sociedade que entreter é brigar? É falar bosta e perturbar a paciência do outro? Estamos dando o recado pra sociedade que pra se destacar na vida você tem que ""fazer o que for preciso""? Estimulem mesmo as pessoas a achar que pra chamar atenção precisa fazer merda	anitta
text444	2	7	preciso	precisar	ADJ	ADJ	Masc	Sing	4	acl:relcl	NA	0	Podcast - Ao Ponto: O que é preciso saber para investir com os juros em alta? https://t.co/L4TDfjj05u	oglobo
text1548	2	5	preciso	precisar	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	Depois, é só acessar o site do TSE ou do TRE local, clicar na aba ""Eleitor e eleições"", entrar em ""Título eleitoral"" e escolher a opção ""Tire seu título"". Por fim, é preciso acessar o link ""Iniciar seu atendimento remoto"". Saiba mais: https://t.co/JRvlsKkYkj	oglobo
text980	2	36	preciso	precisar	ADJ	ADJ	Masc	Sing	16	conj	NA	0	Blog da @Ana_Flor: O presidente do Tribunal Superior Eleitoral (TSE), ministro Luiz Edson Fachin, diz que a ""democracia está ameaçada"", a Justiça eleitoral ""sob ataque"", e que é preciso defendê-las ==&gt; https://t.co/h35HObeMtK #g1 https://t.co/bCGF2v8Zhc	g1
text2652	1	13	preciso	precisar	ADJ	ADJ	Masc	Sing	10	ccomp	NA	0	Cientistas e profissionais de saúde  pedem cautela e afirmam que é preciso aguardar um pouco mais antes de declarar de vez o fim da pandemia https://t.co/8B6gBh9ba0 #g1	g1
text2830	1	14	preciso	precisar	ADJ	ADJ	Masc	Sing	11	ccomp	NA	0	Lira defende a discussão “independentemente da guerra”, argumentando que é preciso diminuir a dependência do Brasil em relação a fertilizantes, hoje importados da Rússia (23%) e Belarus; leia no blog da @AndreiaSadi https://t.co/oCfnBl0Ihw #g1	g1
text303	1	9	pré-candidato	pré-candidato	ADJ	ADJ	Masc	Sing	5	ccomp	NA	0	Líder do União Brasil diz que Bivar será pré-candidato à Presidência: 'Irrevogável' https://t.co/enWcaz8Bfu	oglobo
text362	2	4	pré-candidata	pré-candidata	ADJ	ADJ	Fem	Sing	4	ROOT	NA	0	Estrela pornô Elisa Sanches é pré-candidata à Câmara: 'Não me corrompi no mundo da prostituição, será o mesmo na política' https://t.co/IcmCDGqpCi	oglobo
text2555	1	17	pragmática	pragmático	ADJ	ADJ	Fem	Sing	14	xcomp	NA	0	Blog da Sandra Cohen: Biden e Maduro quebram o gelo, mas relação ainda é pragmática ==&gt; https://t.co/RVS23s8pCC #g1 https://t.co/GFWavuHDo4	g1
text1838	1	6	poucoooooo	poucoooooo	ADJ	ADJ	Fem	Plur	6	ROOT	NA	0	@kauenitter Porrannnnn... não é poucoooooo	anitta
text507	2	4	possível	possível	ADJ	ADJ	Masc	Sing	4	ROOT	NA	0	Ou de gente que já tem sua nave espacial pronta pra sair da Terra com a família quando nosso planeta estiver inabitável... pq não é possível	anitta
text1002	1	9	possível	possível	ADJ	ADJ	Masc	Sing	6	ccomp	NA	0	Alguma autoridade competente sabe me informar se é possível fretar um avião de carga pra transportar cilindros pra Manaus? Entre em contato 🙏🏼	whindersson
text3079	2	6	possível	possível	ADJ	ADJ	Masc	Sing	3	acl:relcl	NA	0	Mapa Pix: Site mostra endereços onde é possível fazer Pix Saque e Pix Troco https://t.co/TsgwQjfjXK	oglobo
text1498	1	5	possível	possível	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	No vídeo, é possível ouvir duas pessoas discutindo e o som de três tiros; ouça https://t.co/QisNgvNF2K #g1	g1
text1535	2	5	possível	possível	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	Endocrinologista diz que, no Brasil, não é comum que homens procurem consultório para evitar ganhar estatura. No entanto, é possível frear o processo de crescimento https://t.co/uFpE8qnAfk #g1 #bbb22	g1
text1659	1	5	possível	possível	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	No vídeo, é possível ver uma mulher derrubando o portão de uma casa com um chute, além de pessoas jogando pedaços de madeira na direção da residência https://t.co/54e9S3uIBz #g1	g1
text2106	1	5	possível	possível	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	Pelas imagens, é possível ver que situação ocorreu no nono andar e homem não usava equipamento de proteção https://t.co/Zd5VIaFm58 #g1	g1
text2325	1	7	possível	possível	ADJ	ADJ	Masc	Sing	7	ROOT	NA	0	Nesta manhã, já não era possível atualizar o aplicativo nem acessar a página sem um VPN https://t.co/ylHHGhpHQz #g1	g1
text2661	2	5	possível	possível	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	Há risco de radiação após corte de energia em Chernobyl, diz empresa da Ucrânia; para Aiea, é possível controlar a temperatura ==&gt; https://t.co/SDUlJOW1r8 #g1 https://t.co/LEYZKAzUQQ	g1
text3061	1	5	possível	possível	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	No vídeo, é possível ouvir um dos guardas gritando ""chega"", tirando o boné do rapaz e chamando ele de ""moleque mimado"" https://t.co/At6q7ukHG3 #g1	g1
text528	2	8	politico	politicar	ADJ	ADJ	Masc	Sing	8	ROOT	NA	0	@rsallesmma E a gente por um acaso é politico pra ficar fazendo o trabalho de vocês? Mas ainda assim a gente dedica nosso tempo a consertar as bostas que vocês fazem e trazer informação pro povo pra ver se não dá a cagada de novo de te eleger deputado nas próximas eleições pra você se safar	anitta
text1307	2	6	poderoso	poderoso	ADJ	ADJ	Masc	Sing	3	xcomp	NA	0	beneficio do Brasil. Ele quer saber de ser poderoso aqui. Dessas briguinhas baixo nivel entre politicos daqui... acha que nao faz diferença alguma estar em bons termos com outros países. Pensa pequeno. E ai o que acontece? A gente perde investimento externo nas nossas empresas	anitta
text2757	1	31	pobres	pobre	ADJ	ADJ	Masc	Plur	27	advcl	NA	0	Os deputados pediram a perda do mandato de Arthur do Val após o vazamento das mensagens em que ele diz que as mulheres ucranianas são ""fáceis, porque são pobres"" https://t.co/vQcRg7Tgxm #g1	g1
text2781	1	25	pobres	pobre	ADJ	ADJ	Masc	Plur	2	advcl	NA	0	Deputados pedem perda do mandato do parlamentar após vazamento de mensagens em que ele diz que mulheres ucranianas são 'fáceis, porque são pobres' https://t.co/2nsZh7AuG6 #g1	g1
text2897	1	20	pobres	pobre	ADJ	ADJ	Masc	Plur	4	advcl	NA	0	Arthur do Val retira pré-candidatura ao governo de SP após falar que ucranianas são ""fáceis, porque são pobres"" https://t.co/2YPgae5ptt #g1 https://t.co/WdS1rHSHv7	g1
text2899	1	15	pobres	pobre	ADJ	ADJ	Masc	Plur	11	advcl	NA	0	Em áudio, deputado diz que mulheres ucranianas são ""fáceis, porque são pobres"". Ouça =&gt; https://t.co/zwXjaTVnUA #g1	g1
text2910	1	17	pobres	pobre	ADJ	ADJ	Masc	Plur	13	advcl	NA	0	No áudio, Arthur do Val diz que mulheres ucranianas são 'fáceis, porque são pobres' e que ""se pegar a fila da melhor balada do Brasil, não chega aos pés da fila de refugiados' https://t.co/Q8thm2f41B #g1	g1
text2802	1	20	piegas	piegas	ADJ	ADJ	Fem	Plur	13	xcomp	NA	0	Crítica: 'No ritmo do coração' evita o sentimentalismo e consegue equilibrar drama e humor sem ser piegas https://t.co/WsF2YzomFF	oglobo
text1092	1	7	petista	petista	ADJ	ADJ	Masc	Sing	3	ccomp	NA	0	'Fico imaginando que Deus é petista', diz Lula https://t.co/u0VFDcpFnl	oglobo
text583	1	3	pessoal	pessoal	ADJ	ADJ	Masc	Sing	3	ROOT	NA	0	Não é pessoal, só hora errada, essas lesões são todas por causa do apoio do meio DEDO MINDINHO DA MÃO DIREITA, ah vai tomar no cu, o MINDINHO, ah não man PQPPPPPPPPPPP	whindersson
text277	1	35	pesado	pesar	ADJ	ADJ	Masc	Sing	28	acl:relcl	NA	0	Numa música eu falei com Deus como ele falou na oração da angústia, pedindo pra passar pra longe de mim o cálice, que era a morte do meu filho, que era pesado demais, mas assim como com o outro filho, tudo teve que seguir o curso natural	whindersson
text2155	2	25	perverso	perverso	ADJ	ADJ	Masc	Sing	20	conj	NA	0	@Marceloreisxzxz Tá acha man será, sei não viu, eu aguento murro viu, só cai pro Popó, pensei q ele tava travado mas o véin é perverso viu	whindersson
text1989	1	7	perigoso	perigoso	ADJ	ADJ	Masc	Sing	4	ccomp	NA	0	Eu to tão solitário que é perigoso eu comer um pacote de cream cracker conversando com um bicho desses https://t.co/15TcTG5BFm	whindersson
text2193	1	10	perigoso	perigoso	ADJ	ADJ	Masc	Sing	8	xcomp	NA	0	“Com licença moça, este bastão pode ser perigoso, queira nos acompanhar por gentileza” https://t.co/D7C8RORTmv	whindersson
text791	1	7	perfeito	perfazer	ADJ	ADJ	Masc	Sing	7	ROOT	NA	0	Eu não sou nem nunca fui perfeito, e nunca cobrei perfeição de ninguém, mas depois do término aconteceu uma coisa q eu fiquei muito triste decepcionado, q não foi uma traição, mas depois passei a não botar mais a mão no fogo por ninguém e ficar na minha!	whindersson
text167	3	6	parecido	parecer	ADJ	ADJ	Masc	Sing	16	advcl	NA	0	#OAssunto - Macron e Le Pen se enfrentam de novo no 2° turno das eleições na França. Mesmo que o cenário seja parecido com o da última eleição, os discursos são outros. Nesta edição, @juliaduailibi conversa com o cientista político Miguel Lago. Ouça: https://t.co/pAQlLwDhdP #g1 https://t.co/K1X0HIRhaE	g1
text209	3	6	parecido	parecer	ADJ	ADJ	Masc	Sing	16	advcl	NA	0	#OAssunto - Macron e Le Pen se enfrentam de novo no 2° turno das eleições na França. Mesmo que o cenário seja parecido com o da última eleição, os discursos são outros. Nesta edição, @juliaduailibi conversa com o cientista político Miguel Lago. Ouça: https://t.co/pAQlLwDhdP #g1 https://t.co/X7vilimzeC	g1
text103	1	44	ótimo	ótimo	ADJ	ADJ	Masc	Sing	40	ccomp	NA	0	Sim eu entendi, aprendi a lição, ninguém nunca mais vai passar por isso, não sou a melhor pessoa do mundo, nem perfeito, nem nunca vou ser, eu já entendi, eu juro que queria q tudo fosse ótimo, mas infelizmente não entendo tudo, espero q tudo fique bem https://t.co/zenp49zltZ	whindersson
text943	2	9	ótimo	ótimo	ADJ	ADJ	Masc	Sing	9	ROOT	NA	0	@BiancaAndrade @tuittany Deixa meu pai escolherrrrrr, ele é ótimo!!! 🙏🏼🙏🏼🙏🏼	whindersson
text2373	1	11	opcional	opcional	ADJ	ADJ	Masc	Sing	8	xcomp	NA	0	No estado, o uso da máscara passou a ser opcional em locais como vias públicas, parques, shows e eventos ao ar livre. Nas plataformas da CPTM o uso continua obrigatório mesmo em espaços abertos. https://t.co/IM0O93IbQc #g1	g1
text1268	1	3	oficial	oficial	ADJ	ADJ	Fem	Sing	3	ROOT	NA	0	Agora é oficial, Beats Zodiac se foi, não está mais entre nós, virou estrelinha. ⭐️ A última lata foi encontrada e vai trazer uma experiência incrível, pertinho das estrelas pra quem encontrou. Tchau, Zodiac. E VEM COISA NOVA AÍ, NÉ, @BeatsOficial? #Publi #BebaComModeração	anitta
text2012	3	7	obrigatório	obrigatório	ADJ	ADJ	Masc	Sing	4	xcomp	NA	0	Bolsonaro define ministros que vão sair do governo para disputar a eleição. Dia na guerra da Ucrânia é marcado por bombardeio a teatro. Uso de máscaras deixa de ser obrigatório em locais fechados em SP. E saque do FGTS é liberado ==&gt; https://t.co/wQXcHBhzFM #g1 #resumododia https://t.co/f4JU633vUp	g1
text2556	1	7	obrigatório	obrigatório	ADJ	ADJ	Masc	Sing	4	xcomp	NA	0	Uso de máscara deixa de ser obrigatório em locais fechados no Distrito Federal ==&gt; https://t.co/MbprBajpuh #g1 https://t.co/VwJ2Qq47U9	g1
text2655	1	7	obrigatório	obrigatório	ADJ	ADJ	Masc	Sing	4	xcomp	NA	0	Uso de máscaras deixa de ser obrigatório em SP ao ar livre a partir desta quarta https://t.co/lcTeu3L77p #g1 https://t.co/Zr68InZzrv	g1
text1039	1	7	obrigatória	obrigatório	ADJ	ADJ	Fem	Sing	4	xcomp	NA	0	Vistoria de veículos volta a ser obrigatória no Rio para realização de serviços; saiba quais https://t.co/x4WsnYW7i5	oglobo
text2473	1	10	obrigatória	obrigatório	ADJ	ADJ	Fem	Sing	7	xcomp	NA	0	.@Ancelmocom: Vacinação contra a Covid-19 volta a ser obrigatória para servidores públicos do Rio https://t.co/NHwiTX3stf	oglobo
text2591	3	6	obrigatória	obrigatório	ADJ	ADJ	Fem	Sing	3	xcomp	NA	0	Ucrânia diz que bombardeio russo atingiu maternidade e deixou 17 feridos. Baixo índice de vacinação no Brasil e novos casos no mundo alertam para o retorno da pólio. E máscara deixa de ser obrigatória ao ar livre em SP ==&gt; https://t.co/yWkuUGslzG #g1 #resumododia https://t.co/Fg8paW7sfN	g1
text672	2	8	novo	novo	ADJ	ADJ	Masc	Sing	2	conj	NA	0	Deixei tudo virar um grande circo, mto arrependido, mta ingratidão, mta dor de cabeça e eu sou novo isso não vai parar agora, eles sabem que podem me espremer que vai gerar, começar a cortar meus planos e metas q sei q não vou aguentar	whindersson
text66	1	13	novo	novo	ADJ	ADJ	Masc	Sing	14	amod	NA	0	Sírio que ajudou polícia a prender suspeito de ataque em metrô é novo herói de Nova York https://t.co/pzXv2gB5m8	oglobo
text68	1	13	novo	novo	ADJ	ADJ	Masc	Sing	14	amod	NA	0	Sírio que ajudou polícia a prender suspeito de ataque em metrô é novo herói de Nova York https://t.co/Bnf3SKUw5t	oglobo
text1153	1	5	novo	novo	ADJ	ADJ	Masc	Sing	6	amod	NA	0	Ex-secretário de Petróleo será novo presidente da Petrobras https://t.co/kxa3r8mjyAhttps://t.co/2O14OAdCJ0	oglobo
text34	2	7	normal	normal	ADJ	ADJ	Masc	Sing	7	ROOT	NA	0	@Shirogum Ta tudo bem vida, é normal https://t.co/aSUaP8JIjn	whindersson
text796	3	13	normal	normal	ADJ	ADJ	Fem	Sing	2	conj	NA	0	Mas man pq vc acha q nosso relacionamento foi só isso? É pq vc acha q tenho ficar falando? Eu tenho um noiva, é chato po, a menina é normal ia no fórum, aí do nada o relacionamento antigo dele é o assunto tu acha q eu quero alimentar é, vcs vive outro mundo po https://t.co/sW5a9ipEU5	whindersson
text439	3	9	normal	normal	ADJ	ADJ	Masc	Sing	9	ROOT	NA	0	.@Anitta lança álbum que tem sexo como tema básico: 'Faz parte da vida, então é normal que esteja presente na arte também’ https://t.co/Erly6IqgCw	oglobo
text715	3	2	nordestino	nordestino	ADJ	ADJ	Masc	Sing	2	ROOT	NA	0	Caralho mto bom ser nordestino  nem dá tempo comemorar a classificação de um outro já ganha medalha, q loucura man	whindersson
text1265	1	5	nordestino	nordestino	ADJ	ADJ	Masc	Sing	2	xcomp	NA	0	Eu amo tanto ser nordestino  <linebreak>  <linebreak> Deve ser horrível não saber gritar QUEEEEEEIMA QUENGARAL IIIEEEEEEIIIIIII	whindersson
text1329	1	4	nordestino	nordestino	ADJ	ADJ	Masc	Sing	4	ROOT	NA	0	- você é nordestino mesmo? <linebreak> - oura <linebreak> - pois fala “quando vai ser a cirurgia?” <linebreak> - “e ai quando é q tu vai entrar na faca?”	whindersson
text1775	3	4	nordestino	nordestino	ADJ	ADJ	Masc	Sing	4	ROOT	NA	0	@YuriMarcal Amigo se vc fosse nordestino ai seria perfeição demais	whindersson
text1902	1	6	nordestino	nordestino	ADJ	ADJ	Masc	Sing	4	xcomp	NA	0	Gil, você pode ser nordestino, mas não exerce. Nordestino é o povo mais gente boa do planeta, nós recebemos as pessoas com sorriso pq somos felizes, e a gente não mexe com a família dos outros, no fim, tu peidou pra dentro pq tu é um fraco man https://t.co/JZhFVxEAu7	whindersson
text2359	1	15	nordestino	nordestino	ADJ	ADJ	Masc	Sing	12	xcomp	NA	0	Olha a pedrada o novo álbum do @rapaduraxc no Spotify, orgulho de ser nordestino!!! Esse cara é um gênio! 🤯🤯🤯 https://t.co/vC6q9txKym	whindersson
text862	2	36	negro	negro	ADJ	ADJ	Masc	Sing	33	acl:relcl	NA	0	Em momento algum deram chances de defesa para os meninos, eu acho que todo homem tem o direito de defesa, mas o sistema não dá o direito, principalmente da gente que é negro”, afirma Luiz César Marques, pai de Gustavo e Luiz https://t.co/NLGv8Z1sGU #g1	g1
text148	2	5	necessários	necessário	ADJ	ADJ	Masc	Plur	5	ROOT	NA	0	Foram 55 votos contra o veto e três a favor. Para derrubá-lo, eram necessários 39 votos contrários https://t.co/vUXzAnm70I #g1	g1
text1044	1	4	necessário	necessário	ADJ	ADJ	Masc	Sing	4	ROOT	NA	0	Antes, era necessário contar oito semanas a partir da primeira dose para retornar ao posto de saúde https://t.co/YYFdnCxPw5 #g1	g1
text2205	1	3	mta	mta	ADJ	ADJ	Fem	Sing	3	ROOT	NA	0	Gente é mta treta não to conseguindo acompanhar o leo dias matou a mel maia foi isso????	whindersson
text2417	1	30	mta	mta	ADJ	ADJ	Fem	Sing	23	advcl	NA	0	E aos meus fãs, que querem me ver bem, se ver alguma postagem desrespeitando a Luísa denuncie, não é dando de herói não, realmente é mta injustiça, não é justo de verdade.	whindersson
text1522	1	24	mortal	mortal	ADJ	ADJ	Masc	Sing	21	acl	NA	0	Eu vou abrir o jogo aqui pra vocês, só tentei na piscina, de vdd mesmo não, tenho medo de ser mortal msm  <linebreak>  <linebreak> ESCUTE WHINDERSSON NO SPOTIFY https://t.co/krxonivhAb	whindersson
text1824	1	11	morta	morto	ADJ	ADJ	Fem	Sing	2	advcl	NA	0	Blogueira postou vídeos dançando e cantando horas antes de ser morta; assista ==&gt; https://t.co/e4c6N05Dn2 #g1 https://t.co/zTKrS3StrX	g1
text1912	1	12	modestos	modesto	ADJ	ADJ	Masc	Plur	2	conj	NA	0	Monark anuncia novo canal no Rumble, mas números ainda são modestos https://t.co/sHp6kKeRbH	oglobo
text750	1	12	milionário	milionário	ADJ	ADJ	Masc	Sing	7	xcomp	NA	0	Tô te esperando, amor... ganha aí pra gente ser milionário juntos https://t.co/rcfcUxWu6m	anitta
text619	2	5	milionário	milionário	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	Empresário que faliu e chegou a comer lixo consegue emprego como garçom: ""Ainda vou ser milionário"" ==&gt; https://t.co/QKr27gXFKx #g1 https://t.co/YvSoB76WKu	g1
text1867	1	4	mentiroso	mentiroso	ADJ	ADJ	Masc	Sing	10	parataxis	NA	0	E ainda é mentiroso o Tiago Iorc viu, disse q quase ninguém vê......	whindersson
text2483	1	9	menor	menor	ADJ	ADJ	Masc	Sing	5	acl:relcl	NA	0	Angélica revela ter sofrido abuso sexual quando era menor de idade: 'Minimizei uma dor terrível' https://t.co/zGFoaYXLFx	oglobo
text941	1	11	meninooooo	meninooooo	ADJ	ADJ	Masc	Plur	8	ccomp	NA	0	Eu aaaaaaaacho q é menina, Maria diz q é meninooooo aaaaaaaaaaaaai mdssss tô ansioso	whindersson
text1030	1	54	melhorrrr	melhorrrr	ADJ	ADJ	Fem	Sing	47	ccomp	NA	0	Esse ano vai ter mto YouTube, eu sempre gostei de criar, coisas, pra qualquer plataformas, as vezes eu me empolgo com uma e esqueço outra, me desculpam tá, eu vou gravar mais vídeos esse ano, e agora eu já sei o que gravar, vai ser melhorrrr	whindersson
text1433	2	7	melhor	melhor	ADJ	ADJ	Masc	Sing	1	advcl	NA	0	Contribua como você puder para que nós estejamos em cargos de liderança, poder, com empregos dignos, segurança e bem-estar. Faça com que a sociedade seja melhor. Isso só depende de nós. Eu tenho orgulho de ser uma mulher bissexual. #pride #lgbtqia+	anitta
text1718	5	3	melhor	melhor	ADJ	ADJ	Masc	Sing	3	ROOT	NA	0	@rsallesmma Que resposta madura. Quantos anos você tem? 12? Então é melhor sair do ministério anyway	anitta
text2192	2	13	melhor	melhor	ADJ	ADJ	Masc	Sing	10	ccomp	NA	0	@laurscute @dearwvo @AnittaCrave As vezes é tão desapontante ler o que ta rolando que é melhor fechar o cel e ver um filme. Eu volto depois... sempre volto	anitta
text1205	1	3	melhor	melhor	ADJ	ADJ	Masc	Sing	3	ROOT	NA	0	sonho é melhor que realidade msm	whindersson
text1628	1	64	melhor	melhor	ADJ	ADJ	Fem	Sing	43	conj	NA	0	Em Cuba tem comediante, la em casa tbm, a diferença é que lá em casa tem uma piadas que eu não posso fazer, pq o regime la é democrático igual na minha casa, mas la eu não posso falar algumas coisas, por isso eu moro na minha casa, tem la e tem aqui, mas aqui é melhor 🤷🏻‍♂️	whindersson
text2202	1	5	melhor	melhor	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	@lucasinutilismo Com áudio é melhor ainda	whindersson
text2525	1	10	melhor	melhor	ADJ	ADJ	Masc	Sing	10	ROOT	NA	0	Sempre que alguém entre na questão qual cuscuz é melhor? Do Rio ou de São Paulo eu fico kkkkkkkkkkk aí aí digo é nada	whindersson
text1546	1	4	meio	mear	ADJ	ADJ	Masc	Sing	5	advmod	NA	0	Todo humorista é meio cantor, agora quando cantor quer ser humorista geralmente a gente vê pq ele é cantor msm	whindersson
text2149	1	5	médica	médico	ADJ	ADJ	Fem	Sing	5	ROOT	NA	0	@ilmaroficial Infelizmente nao sou médica, nem cientista, nem governante. Trabalho com entretenimento e tento fazer meu melhor. Vai no site da Câmara que tem o telefone dos gabinetes. Voce pode cobrar a ele ao inves de me cobrar. Beijos	anitta
text788	1	9	mandante	mandante	ADJ	ADJ	Masc	Sing	3	obl:agent	NA	0	Adriana foi condenada a 20 anos por ser mandante do assassinato do marido em 2007 https://t.co/2JBNDHt0I2 #g1	g1
text1490	1	12	maluco	malucar	ADJ	ADJ	Masc	Sing	7	ccomp	NA	0	@Elito Sério as vezes eu fico pensando será q eu sou maluco de postar a cada mês, vivendo minha vida, pensando com calma em mim, na minha vida kkkkkkkkkkkkkk	whindersson
text1649	3	21	maluco	malucar	ADJ	ADJ	Masc	Sing	16	acl:relcl	NA	0	Querem julgar todo tipo de situação que nem uma época medieval. Meus amigos uma criança de 10 anos grávida não é um milagre de Deus, é um crime, para de ser maluco	whindersson
text120	2	7	maltratados	maltratar	ADJ	ADJ	Masc	Plur	7	ROOT	NA	0	Rebeca R., de 17 anos, filha de um dos acusados, falou como era o clima na família. Netos de filhos preteridos também eram maltratados https://t.co/YKYkOn4L65 #g1	g1
text1206	1	3	malandro	malandrar	ADJ	ADJ	Masc	Sing	3	ROOT	NA	0	Malandro é malandro e Manel é Manel 🏖 https://t.co/RiwsFW9Rwt	whindersson
text299	3	3	maior	maior	ADJ	ADJ	Masc	Sing	12	advcl	NA	0	Então agora é isso hein... me pediu foto quando me encontrou em algum lugar? Se for maior de 16 eu só tiro a foto se tiver foto do título de eleitor. 😌	anitta
text337	1	11	maior	maior	ADJ	ADJ	Fem	Sing	4	ccomp	NA	0	Presidente do PSDB afirma que pacto para terceira via é maior do que as prévias https://t.co/S7ujthLDKu	oglobo
text306	1	3	maior	maior	ADJ	ADJ	Fem	Sing	3	ROOT	NA	0	Reprovação é maior entre funcionários públicos e idosos, e aprovação é maior entre os mais ricos ==&gt; https://t.co/WALccwudVw #g1	g1
text306	1	13	maior	maior	ADJ	ADJ	Fem	Sing	3	conj	NA	0	Reprovação é maior entre funcionários públicos e idosos, e aprovação é maior entre os mais ricos ==&gt; https://t.co/WALccwudVw #g1	g1
text438	2	15	maior	maior	ADJ	ADJ	Masc	Sing	7	acl:relcl	NA	0	Aumento do risco de coágulos em pacientes contaminados pela Covid-19 já é conhecido. Novidade do estudo foi apontar o período em que o risco de coágulos era maior https://t.co/n3qePLeaS8 #g1	g1
text575	1	3	maior	maior	ADJ	ADJ	Masc	Sing	3	ROOT	NA	0	Risco é maior em preparos que utilizam ovos ou carnes mal cozidos https://t.co/SD8RiEtDCX #g1	g1
text1088	1	3	má	mau	ADJ	ADJ	Fem	Sing	4	amod	NA	0	Não é má sorte é q as vezes eu sou inútil msm	whindersson
text2763	1	9	livres	livre	ADJ	ADJ	Fem	Plur	7	xcomp	NA	0	Empresa do Lollapalooza diz que artistas devem ser livres de censura e recorre de decisão do TSE https://t.co/rK41KrOxhX	oglobo
text1056	2	5	lindo	lindar	ADJ	ADJ	Masc	Sing	5	ROOT	NA	0	Bom dia!  <linebreak> Que seu dia seja lindo que nem a Ludmilla cantando Helo 🥰🥰🥰 https://t.co/R926Do2EzL	whindersson
text409	6	12	linda	lindo	ADJ	ADJ	Fem	Sing	12	ROOT	NA	0	O apelido que eu chamava o scooby era ""tudo certo""... pq gente, acreditem ou nao... pra ele tá TUDO CERTO semmmmpreeee. O mundo tá acabando? ""Vai tá tudo certo amanhã"", ""a vida é linda""... meu deus pedro perdi não sei o que: ""tá tudo certo""	anitta
